file_name,class_model1,class_model2,class_model3,class_tuple,common_or_frequent,common
bsjgc,other,other,other,"('other', 'other', 'other')",other,other
pisti,student,student,staff,"('student', 'student', 'staff')",student,None
shgrrxm,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
plddbm,other,other,other,"('other', 'other', 'other')",other,other
jcmkz,other,other,other,"('other', 'other', 'other')",other,other
wvjzvyvw,project,project,project,"('project', 'project', 'project')",project,project
bghlh,other,other,other,"('other', 'other', 'other')",other,other
kmrpuzwi,other,other,other,"('other', 'other', 'other')",other,other
wognyts,other,other,other,"('other', 'other', 'other')",other,other
gjhhavd,other,other,other,"('other', 'other', 'other')",other,other
zhwcpf,project,project,project,"('project', 'project', 'project')",project,project
qiovk,project,project,other,"('project', 'project', 'other')",project,None
vamvo,course,course,course,"('course', 'course', 'course')",course,course
hezwgs,other,other,other,"('other', 'other', 'other')",other,other
dkgpnac,other,other,other,"('other', 'other', 'other')",other,other
beoczxhp,other,other,other,"('other', 'other', 'other')",other,other
plnsnh,other,other,other,"('other', 'other', 'other')",other,other
omfea,course,course,course,"('course', 'course', 'course')",course,course
ygycaic,student,student,student,"('student', 'student', 'student')",student,student
mmizx,project,project,project,"('project', 'project', 'project')",project,project
tvmqpm,other,other,other,"('other', 'other', 'other')",other,other
rtdiyzd,other,other,other,"('other', 'other', 'other')",other,other
mabprrc,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
jxiite,other,other,other,"('other', 'other', 'other')",other,other
kjnmoil,other,other,other,"('other', 'other', 'other')",other,other
rioljwtj,other,other,other,"('other', 'other', 'other')",other,other
umaqs,other,other,other,"('other', 'other', 'other')",other,other
wbuul,student,student,student,"('student', 'student', 'student')",student,student
pbmbnsmg,other,other,other,"('other', 'other', 'other')",other,other
enikcsv,other,other,other,"('other', 'other', 'other')",other,other
whatoka,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
bzavavce,other,other,other,"('other', 'other', 'other')",other,other
oarjpfa,other,other,other,"('other', 'other', 'other')",other,other
rpwonk,course,course,course,"('course', 'course', 'course')",course,course
iypszquv,other,other,other,"('other', 'other', 'other')",other,other
beveykcq,other,other,other,"('other', 'other', 'other')",other,other
uqvegan,course,course,course,"('course', 'course', 'course')",course,course
spvpn,other,faculty,student,"('other', 'faculty', 'student')",faculty,None
obdwbbir,faculty,faculty,student,"('faculty', 'faculty', 'student')",faculty,None
qygqm,other,other,other,"('other', 'other', 'other')",other,other
ewwcso,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
utthj,student,other,student,"('student', 'other', 'student')",student,None
xlobzd,other,course,other,"('other', 'course', 'other')",other,None
qbqrkpx,other,other,other,"('other', 'other', 'other')",other,other
niiskl,other,other,other,"('other', 'other', 'other')",other,other
oujqzhsy,other,other,other,"('other', 'other', 'other')",other,other
xzgww,other,other,other,"('other', 'other', 'other')",other,other
ixslka,other,other,other,"('other', 'other', 'other')",other,other
mqfpyvdb,other,other,other,"('other', 'other', 'other')",other,other
yzvdbvgg,student,faculty,student,"('student', 'faculty', 'student')",student,None
ijkhegq,faculty,student,faculty,"('faculty', 'student', 'faculty')",faculty,None
lhyku,other,other,other,"('other', 'other', 'other')",other,other
jjtlz,other,other,other,"('other', 'other', 'other')",other,other
smtqfu,other,other,other,"('other', 'other', 'other')",other,other
ftipfpcv,other,other,other,"('other', 'other', 'other')",other,other
oosiq,student,student,student,"('student', 'student', 'student')",student,student
voaecend,course,course,course,"('course', 'course', 'course')",course,course
iczwhz,student,student,student,"('student', 'student', 'student')",student,student
empwxl,other,other,other,"('other', 'other', 'other')",other,other
zzszho,other,student,staff,"('other', 'student', 'staff')",student,None
qqpjjl,other,other,other,"('other', 'other', 'other')",other,other
wkkwq,other,other,other,"('other', 'other', 'other')",other,other
rvwffq,course,course,course,"('course', 'course', 'course')",course,course
sbswsnik,student,other,other,"('student', 'other', 'other')",other,None
njesic,course,course,course,"('course', 'course', 'course')",course,course
xjdbg,department,department,department,"('department', 'department', 'department')",department,department
asani,course,course,course,"('course', 'course', 'course')",course,course
bvnniatg,other,other,other,"('other', 'other', 'other')",other,other
pkvviu,other,other,other,"('other', 'other', 'other')",other,other
yiltpbly,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
kegru,student,student,faculty,"('student', 'student', 'faculty')",student,None
iuxnok,other,other,other,"('other', 'other', 'other')",other,other
exiitk,other,other,other,"('other', 'other', 'other')",other,other
pwrwosjh,course,course,course,"('course', 'course', 'course')",course,course
ifclx,faculty,faculty,student,"('faculty', 'faculty', 'student')",faculty,None
uvqtpm,student,student,student,"('student', 'student', 'student')",student,student
mvjyf,other,other,other,"('other', 'other', 'other')",other,other
eyxtv,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
rfdzm,other,project,project,"('other', 'project', 'project')",project,None
txetad,other,course,other,"('other', 'course', 'other')",other,None
evwphope,project,project,project,"('project', 'project', 'project')",project,project
wzmiky,student,student,student,"('student', 'student', 'student')",student,student
gxqadkgw,other,other,other,"('other', 'other', 'other')",other,other
wdvxr,course,course,course,"('course', 'course', 'course')",course,course
yruomuus,course,other,course,"('course', 'other', 'course')",course,None
bpxla,project,project,other,"('project', 'project', 'other')",project,None
ctfljg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
brwup,student,student,student,"('student', 'student', 'student')",student,student
stfrgd,course,course,course,"('course', 'course', 'course')",course,course
xrceqcgi,course,course,course,"('course', 'course', 'course')",course,course
lzybo,other,project,project,"('other', 'project', 'project')",project,None
fnqkojm,course,course,course,"('course', 'course', 'course')",course,course
macjz,student,faculty,student,"('student', 'faculty', 'student')",student,None
xvzmwpsh,other,other,other,"('other', 'other', 'other')",other,other
vxwschv,other,other,other,"('other', 'other', 'other')",other,other
psenda,other,other,other,"('other', 'other', 'other')",other,other
quyjp,course,course,course,"('course', 'course', 'course')",course,course
nsixfrwy,other,student,student,"('other', 'student', 'student')",student,None
mmigvvwa,student,student,student,"('student', 'student', 'student')",student,student
vircjd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
myzizsmt,other,other,other,"('other', 'other', 'other')",other,other
wkgyykz,other,other,other,"('other', 'other', 'other')",other,other
fppga,other,other,other,"('other', 'other', 'other')",other,other
piepnnef,other,other,other,"('other', 'other', 'other')",other,other
xmpmap,other,other,other,"('other', 'other', 'other')",other,other
scoqtrpn,other,student,student,"('other', 'student', 'student')",student,None
kucnbni,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
rqbxxl,course,course,course,"('course', 'course', 'course')",course,course
mxrcuqy,course,course,course,"('course', 'course', 'course')",course,course
fqealu,other,other,other,"('other', 'other', 'other')",other,other
rbzxmg,other,other,other,"('other', 'other', 'other')",other,other
gtchjnzw,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zcjqp,student,student,student,"('student', 'student', 'student')",student,student
tslgebal,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
wxlsfqdf,project,project,project,"('project', 'project', 'project')",project,project
riagwy,other,other,other,"('other', 'other', 'other')",other,other
dyruktbc,other,other,other,"('other', 'other', 'other')",other,other
uvtdgfti,staff,staff,faculty,"('staff', 'staff', 'faculty')",staff,None
tclywy,other,other,other,"('other', 'other', 'other')",other,other
anjxcrs,faculty,faculty,other,"('faculty', 'faculty', 'other')",faculty,None
cenlf,student,student,student,"('student', 'student', 'student')",student,student
klzplzo,course,course,course,"('course', 'course', 'course')",course,course
rpukwtef,other,other,other,"('other', 'other', 'other')",other,other
deopslyp,student,student,student,"('student', 'student', 'student')",student,student
woiup,other,other,other,"('other', 'other', 'other')",other,other
elgcpgx,other,other,other,"('other', 'other', 'other')",other,other
xyiafjk,course,course,course,"('course', 'course', 'course')",course,course
gwytgt,department,department,department,"('department', 'department', 'department')",department,department
kbwcx,other,other,other,"('other', 'other', 'other')",other,other
plkwghja,other,other,other,"('other', 'other', 'other')",other,other
jwawqn,student,student,student,"('student', 'student', 'student')",student,student
lxgov,student,student,student,"('student', 'student', 'student')",student,student
pcunh,other,other,other,"('other', 'other', 'other')",other,other
igswa,course,course,course,"('course', 'course', 'course')",course,course
hrojordm,other,other,other,"('other', 'other', 'other')",other,other
wmwvatnb,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
bondtsrh,other,other,other,"('other', 'other', 'other')",other,other
aagelci,other,other,other,"('other', 'other', 'other')",other,other
twzqsn,faculty,student,faculty,"('faculty', 'student', 'faculty')",faculty,None
cqzxj,other,other,other,"('other', 'other', 'other')",other,other
igamsti,course,course,course,"('course', 'course', 'course')",course,course
gtwhcjns,other,other,other,"('other', 'other', 'other')",other,other
gjtxqp,other,other,other,"('other', 'other', 'other')",other,other
moesglp,other,project,project,"('other', 'project', 'project')",project,None
srkhiapm,course,course,course,"('course', 'course', 'course')",course,course
tclbku,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
vvzcwkr,course,course,course,"('course', 'course', 'course')",course,course
qgxpftrc,course,course,course,"('course', 'course', 'course')",course,course
dkzacj,student,student,faculty,"('student', 'student', 'faculty')",student,None
ponim,other,other,other,"('other', 'other', 'other')",other,other
egqhoaq,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
tnjlwzwb,student,student,student,"('student', 'student', 'student')",student,student
brorn,other,other,other,"('other', 'other', 'other')",other,other
ntrfeys,other,project,other,"('other', 'project', 'other')",other,None
hvmsfmtn,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
mnrzhw,other,other,other,"('other', 'other', 'other')",other,other
tqqlff,course,course,course,"('course', 'course', 'course')",course,course
mvhtl,department,department,department,"('department', 'department', 'department')",department,department
lhmqz,course,course,course,"('course', 'course', 'course')",course,course
uxdouy,course,course,course,"('course', 'course', 'course')",course,course
kzhkaelo,student,student,student,"('student', 'student', 'student')",student,student
juealsvj,other,other,other,"('other', 'other', 'other')",other,other
vdxpzkfl,other,other,other,"('other', 'other', 'other')",other,other
wuafx,other,other,other,"('other', 'other', 'other')",other,other
hrshysyc,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ulfyinpd,other,other,other,"('other', 'other', 'other')",other,other
thpiz,student,student,student,"('student', 'student', 'student')",student,student
tnuwsmd,other,other,other,"('other', 'other', 'other')",other,other
ctshqqfo,other,other,other,"('other', 'other', 'other')",other,other
pxkrm,other,other,other,"('other', 'other', 'other')",other,other
xyksfzpt,other,other,other,"('other', 'other', 'other')",other,other
kbjsadwd,other,other,other,"('other', 'other', 'other')",other,other
vtcrtk,project,project,project,"('project', 'project', 'project')",project,project
duhyq,project,project,project,"('project', 'project', 'project')",project,project
phbez,course,course,course,"('course', 'course', 'course')",course,course
rnosomvv,student,student,student,"('student', 'student', 'student')",student,student
xdwwn,faculty,student,faculty,"('faculty', 'student', 'faculty')",faculty,None
fhayg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
kofrfx,other,other,other,"('other', 'other', 'other')",other,other
jjvpn,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
pdkbg,other,other,other,"('other', 'other', 'other')",other,other
mfpqw,student,student,student,"('student', 'student', 'student')",student,student
iryynwmk,other,other,other,"('other', 'other', 'other')",other,other
ggozukjr,other,other,other,"('other', 'other', 'other')",other,other
eoohbumy,other,other,other,"('other', 'other', 'other')",other,other
scldtmm,other,course,other,"('other', 'course', 'other')",other,None
jewrlbk,other,other,other,"('other', 'other', 'other')",other,other
sdaedo,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
urpxexkq,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
gazyznk,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
dsvfsknw,other,project,other,"('other', 'project', 'other')",other,None
xtkmljpb,other,other,other,"('other', 'other', 'other')",other,other
qhaov,other,other,other,"('other', 'other', 'other')",other,other
vlpbgmh,student,student,student,"('student', 'student', 'student')",student,student
qolyb,course,course,course,"('course', 'course', 'course')",course,course
shorc,course,other,course,"('course', 'other', 'course')",course,None
xyqlp,other,other,other,"('other', 'other', 'other')",other,other
tjcyiuy,other,other,other,"('other', 'other', 'other')",other,other
pytglao,other,other,student,"('other', 'other', 'student')",other,None
cdhwa,other,other,other,"('other', 'other', 'other')",other,other
tqofkoq,other,other,other,"('other', 'other', 'other')",other,other
vgdjl,other,project,other,"('other', 'project', 'other')",other,None
szclqg,other,other,other,"('other', 'other', 'other')",other,other
qovhvrh,other,other,other,"('other', 'other', 'other')",other,other
pnblr,student,student,student,"('student', 'student', 'student')",student,student
oikri,project,other,other,"('project', 'other', 'other')",other,None
fromyknh,other,other,other,"('other', 'other', 'other')",other,other
eicecdq,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
vjaghhtu,other,other,other,"('other', 'other', 'other')",other,other
qmosutu,other,other,other,"('other', 'other', 'other')",other,other
lxnadu,student,student,student,"('student', 'student', 'student')",student,student
thjpmdp,project,project,project,"('project', 'project', 'project')",project,project
lfzwtjn,other,department,department,"('other', 'department', 'department')",department,None
icptqhh,other,other,other,"('other', 'other', 'other')",other,other
crbexe,other,other,other,"('other', 'other', 'other')",other,other
wuptba,other,other,other,"('other', 'other', 'other')",other,other
uqrfyv,other,other,other,"('other', 'other', 'other')",other,other
cjnrzzmk,course,course,course,"('course', 'course', 'course')",course,course
bdptkaio,faculty,student,student,"('faculty', 'student', 'student')",student,None
fmqwylsg,student,student,student,"('student', 'student', 'student')",student,student
ugcynhdy,other,other,other,"('other', 'other', 'other')",other,other
sbdvyks,other,other,other,"('other', 'other', 'other')",other,other
wjwnoa,course,course,course,"('course', 'course', 'course')",course,course
vougrt,other,other,other,"('other', 'other', 'other')",other,other
cbuuznl,other,project,other,"('other', 'project', 'other')",other,None
dmxjlh,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
bphhvc,other,other,other,"('other', 'other', 'other')",other,other
ifhyt,student,student,student,"('student', 'student', 'student')",student,student
lwhudcyk,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
yzqkk,student,student,student,"('student', 'student', 'student')",student,student
ywosgix,course,course,course,"('course', 'course', 'course')",course,course
dyzbzmd,student,student,student,"('student', 'student', 'student')",student,student
gurvox,project,project,project,"('project', 'project', 'project')",project,project
kspcm,course,course,course,"('course', 'course', 'course')",course,course
exatc,student,student,student,"('student', 'student', 'student')",student,student
jdscdzrq,other,other,other,"('other', 'other', 'other')",other,other
rmxyhbk,course,course,course,"('course', 'course', 'course')",course,course
jfdjl,student,student,student,"('student', 'student', 'student')",student,student
pobhzrg,faculty,faculty,student,"('faculty', 'faculty', 'student')",faculty,None
lxvgk,course,course,course,"('course', 'course', 'course')",course,course
mbfpm,other,other,other,"('other', 'other', 'other')",other,other
ojpivf,department,department,department,"('department', 'department', 'department')",department,department
gbvqwbe,student,student,student,"('student', 'student', 'student')",student,student
nodjvh,student,student,faculty,"('student', 'student', 'faculty')",student,None
spksfaj,student,student,student,"('student', 'student', 'student')",student,student
dfuhpn,other,other,other,"('other', 'other', 'other')",other,other
vyxyw,other,other,other,"('other', 'other', 'other')",other,other
qbbtusu,other,other,other,"('other', 'other', 'other')",other,other
nyqbs,other,other,other,"('other', 'other', 'other')",other,other
dupnrc,other,other,other,"('other', 'other', 'other')",other,other
kaqaica,student,student,student,"('student', 'student', 'student')",student,student
xbywiofb,other,other,other,"('other', 'other', 'other')",other,other
zxmmn,other,other,other,"('other', 'other', 'other')",other,other
bhkvqidu,course,course,course,"('course', 'course', 'course')",course,course
hxncig,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
cxvkh,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
yckusfqv,student,student,student,"('student', 'student', 'student')",student,student
wjikmk,student,student,staff,"('student', 'student', 'staff')",student,None
lftxjvs,other,other,other,"('other', 'other', 'other')",other,other
qysqqr,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
kcogomz,other,other,other,"('other', 'other', 'other')",other,other
rjukv,student,student,student,"('student', 'student', 'student')",student,student
xquntnm,department,department,department,"('department', 'department', 'department')",department,department
ibnqs,other,other,other,"('other', 'other', 'other')",other,other
elsgfepj,other,other,other,"('other', 'other', 'other')",other,other
fzyjwl,student,student,student,"('student', 'student', 'student')",student,student
orhfuocp,other,other,other,"('other', 'other', 'other')",other,other
bypmk,other,other,other,"('other', 'other', 'other')",other,other
scbezdx,other,other,other,"('other', 'other', 'other')",other,other
ijsqaud,other,other,other,"('other', 'other', 'other')",other,other
yywthxme,project,project,project,"('project', 'project', 'project')",project,project
bulvw,student,student,student,"('student', 'student', 'student')",student,student
mzajvh,other,other,other,"('other', 'other', 'other')",other,other
ahomx,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
lswtmup,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
nqhxy,other,other,other,"('other', 'other', 'other')",other,other
gxdcpwo,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
mphlxz,other,project,other,"('other', 'project', 'other')",other,None
ryzxu,other,other,other,"('other', 'other', 'other')",other,other
okjyrnjo,faculty,faculty,other,"('faculty', 'faculty', 'other')",faculty,None
ovtoilww,other,other,other,"('other', 'other', 'other')",other,other
snldrfht,project,project,project,"('project', 'project', 'project')",project,project
wupxmuix,other,other,other,"('other', 'other', 'other')",other,other
mqxwc,other,other,other,"('other', 'other', 'other')",other,other
uhuwvfkk,other,other,other,"('other', 'other', 'other')",other,other
ciwmb,other,project,other,"('other', 'project', 'other')",other,None
pyiphyg,staff,staff,student,"('staff', 'staff', 'student')",staff,None
zlvjh,other,other,other,"('other', 'other', 'other')",other,other
lclvhfy,other,other,other,"('other', 'other', 'other')",other,other
wqydh,other,other,other,"('other', 'other', 'other')",other,other
cqksepwt,other,other,other,"('other', 'other', 'other')",other,other
dmiti,student,student,student,"('student', 'student', 'student')",student,student
gwnono,other,faculty,other,"('other', 'faculty', 'other')",other,None
wzbokx,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
dxwljzj,project,project,project,"('project', 'project', 'project')",project,project
rthigud,student,student,student,"('student', 'student', 'student')",student,student
btpdso,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
kxckdvl,other,other,other,"('other', 'other', 'other')",other,other
uuzjjep,student,student,student,"('student', 'student', 'student')",student,student
fuxozggi,other,other,other,"('other', 'other', 'other')",other,other
dxratuv,department,department,department,"('department', 'department', 'department')",department,department
junlpo,student,student,student,"('student', 'student', 'student')",student,student
fhszf,other,other,other,"('other', 'other', 'other')",other,other
wuuif,student,student,student,"('student', 'student', 'student')",student,student
dcidctu,other,faculty,other,"('other', 'faculty', 'other')",other,None
bdwiu,other,other,other,"('other', 'other', 'other')",other,other
nefxpthf,student,student,student,"('student', 'student', 'student')",student,student
ryvuha,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
xbczrmz,other,other,other,"('other', 'other', 'other')",other,other
vplyymbb,other,other,other,"('other', 'other', 'other')",other,other
cketrvj,other,other,other,"('other', 'other', 'other')",other,other
lxqvv,staff,student,staff,"('staff', 'student', 'staff')",staff,None
ywpbst,other,other,other,"('other', 'other', 'other')",other,other
gfpmjx,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
jlkbszx,department,department,department,"('department', 'department', 'department')",department,department
kqghrpia,other,other,other,"('other', 'other', 'other')",other,other
aigkvvw,student,student,student,"('student', 'student', 'student')",student,student
smkcife,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ixfhz,other,other,other,"('other', 'other', 'other')",other,other
wbqkmk,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
umqzp,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
tbugr,student,student,student,"('student', 'student', 'student')",student,student
aimch,student,student,student,"('student', 'student', 'student')",student,student
sorah,project,project,project,"('project', 'project', 'project')",project,project
umhdmc,staff,staff,faculty,"('staff', 'staff', 'faculty')",staff,None
pfhqfrd,course,course,course,"('course', 'course', 'course')",course,course
ezpaic,other,other,other,"('other', 'other', 'other')",other,other
iwwwqw,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zupzrry,other,other,other,"('other', 'other', 'other')",other,other
