title,body,links,label
Stanley Su Home Page,"Principal Investigator Title: ""Research on Database Management and Database Engineering"" University of Florida, Center of Excellence","['http://www.cis.ufl.edu/~su/su.gif', 'http://www.cis.ufl.edu/~hanson/DB-Center', 'http://www.cis.ufl.edu']",faculty
 George Varghese's Home Page ,"To look at a course outline for CS 564, please click here .","['http://www.wustl.edu', 'mailto:varghese@askew.wustl.edu', 'http://dworkin.wustl.edu/~varghese/vita.ps']",faculty
Don Smith,The Hypercomputing and Design Project (HPCD) is an ARPA sponsored project developing advanced AI-based design methodologies covering a wide range of applications.,"['http://www.cs.rutgers.edu/hpcd/hpcd.html', 'http://www.cs.rutgers.edu/cam/', 'http://www.cs.rutgers.edu/hpcd/hpcd.html']",faculty
Tomaso Poggio HomePage,"Date: Tue, 14 Jan 1997 23:53:19 GMT Server: Apache/1.2-dev Connection: close Content-Type: text/html Expires: Tue, 14 Jan 1997 23:53:19 GMT Last-Modified: Tue, 29 Oct 1996 21:45:44 GMT ETag: ""574c1-852-32767b08"" Content-Length: 2130 Accept-Ranges: bytes Tomaso Poggio HomePage Professor Tomaso Poggio I currently hold the Uncas and Helen Whitaker Professorship of Vision Sciences and Biophysics at the Department of Brain and Cognitive Science at MIT, and am also affiliated to MIT's Artifical Intelligence Laboratory .","['http://www.ai.mit.edu/projects/cbcl/web-pis/poggio/tp.gif', 'http://web.mit.edu/afs/athena.mit.edu/org/b/bcs/www/bcshome/bcshome.htm#department', 'http://www.ai.mit.edu/']",faculty
Divyakant Agrawal,"Date: Thu, 21 Nov 1996 20:16:23 GMT Server: Apache/1.0.2 Content-type: text/html Content-length: 5408 Last-modified: Thu, 24 Oct 1996 20:52:58 GMT Divyakant Agrawal Divyakant Agrawal, Associate Professor Room 3117, Engineering I Department of Computer Science University of California Santa Barbara , CA 93106-5110 Internet: agrawal@cs.ucsb.edu Telephone: (805) 893-4385 CS Phone: (805) 893-4321 Fax: (805) 893-8553 Ph.D., Computer Science, SUNY at Stony Brook , 1987 M.S., Computer Science, SUNY at Stony Brook , 1984 B.E.","['http://kk.ucsb.edu/coe.html', 'http://www.cs.ucsb.edu/', 'http://www.ucsb.edu/']",faculty
 Michael van Biema's home page ,"Date: Tue, 26 Nov 1996 02:48:51 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 690 Last-modified: Fri, 10 Nov 1995 18:39:53 GMT Michael van Biema's home page Michael van Biema Personal Information Click on the following for more information about: Studies in Technology and Productivity in the Service Sector Columbia's Research Team Case Studies Complete to Date michael@cs.columbia.edu","['http://www.cs.columbia.edu/~michael/personal.html', 'http://www.cs.columbia.edu/~michael/studies.html', 'http://www.cs.columbia.edu/~michael/sloanres.html']",faculty
"Dr. Paul W. Ross' Home Page - C.S. Department, Millersville University 
","Server: Netscape-Communications/1.1 Date: Monday, 25-Nov-96 20:38:53 GMT Content-type: text/html Dr. Paul W. Ross' Home Page - C.S.","['http://babbage.millersv.edu/', 'http://cs.millersv.edu/faculty.html', 'http://cs.millersv.edu/']",faculty
 Subhash Suri's Home Page,"Date: Thu, 21 Nov 1996 21:32:57 GMT Server: NCSA/1.5.2 Content-type: text/html Subhash Suri's Home Page SUBHASH SURI Associate Professor Computer Science Washington University suri@cs.wustl.edu Jolley Hall , Room 540 Campus Box 1045 One Brookings Drive St. Louis, MO 63130-4899 TEL: (314) 935-7546 FAX: (314) 935-7302 Research Courses Travel Resume Hot Links Pictures Upcoming Events Dec 96: International Symposium on Algorithms Apr 97: IEEE INFOCOM '97","['http://www.cs.wustl.edu/cs/', 'http://www.wustl.edu/', 'mailto:suri@cs.wustl.edu']",faculty
Michael Wellman's Homepage,The Journal of Artificial Intelligence Research is an electronic academic journal covering all areas of Artificial Intelligence.,"['http://www.umich.edu/', 'http://www.eecs.umich.edu/', 'http://www.engin.umich.edu/college/']",faculty
ronald.html,"Date: Mon, 25 Nov 1996 22:24:57 GMT Server: Apache/1.0.1 Content-type: text/html Content-length: 690 Last-modified: Mon, 09 Jan 1995 01:06:56 GMT ronald.html Dr. Ronald L.  Danielson Ronald L.  Danielson, Associate Professor.","['ftp://pcsel10.scu.edu/296a', 'http://www-comp-eng.scu.edu/faculty.html', 'mailto:rdanielson@scuacc.scu.edu']",faculty
Karl Lieberherr's WWW Home  ,"MIME-Version: 1.0 Server: CERN/3.0 Date: Thursday, 21-Nov-96 19:21:30 GMT Content-Type: text/html Content-Length: 2061 Last-Modified: Thursday, 19-Sep-96 14:21:41 GMT Karl Lieberherr's WWW Home Welcome to my home page.","['http://www.ccs.neu.edu/home/lieber/demeter.html', 'http://www.ccs.neu.edu/home/lieber/tapos.html', 'http://www.ccs.neu.edu/home/lieber/book.html']",faculty
Dr. Patrick C. Fischer,"Experience Dr. Fischer held positions at Harvard , Cornell , the University of Waterloo and the Pennsylvania State University before assuming a professorship at Vanderbilt in 1980, where he also served as Chair of Computer Science for 15 years.","['http://www.umich.edu/', 'http://www.umich.edu/', 'http://web.mit.edu/mathdept/www/']",faculty
John Dickinson Faculty Page,He is an associate professor of computer science and has been at the University of Idaho since 1973.,"['http://www.uidaho.edu/~kari/', 'http://www.cs.uidaho.edu/~johnd/kids.html', 'http://www.uidaho.edu/~johnd/']",faculty
Welcome to Dr. Wei Zhao's Home Page,Wei Zhao is the general chair of The Second IEEE Real-Time Technology and Applications Symposium to be held in Boston in June 1996. .,"['http://www.cs.tamu.edu/', 'http://www.tamu.edu/', 'http://www.ipt.com/']",faculty
Carl Ebeling's home page,"in Computer Science, Southern Illinois University, 1976; and a Ph.D. in Computer Science, Carnegie-Mellon University in 1986.","['http://www.cs.washington.edu/people/faculty//', 'http://www.cac.washington.edu:1183/', 'http://www.uwtc.washington.edu/Seagopher.html']",faculty
James S. Jennings,"Date: Monday, 25-Nov-96 22:49:26 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Friday, 30-Aug-96 19:59:37 GMT Content-length: 1614 James S. Jennings James S. Jennings Assistant Professor, Department of Electrical Engineering and Computer Science Contact Information EECS Department 204 Stanley Thomas Hall Tulane University New Orleans, LA  70118","['http://www.cs.tulane.edu/wwwlocal/cpsc319/cpsc319.html', 'http://www.cs.tulane.edu/www/Jennings/robot-seminar.html']",faculty
Jia-Huai You,"Date: Mon, 25 Nov 1996 22:54:15 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1484 Last-modified: Wed, 18 Sep 1996 22:40:35 GMT Jia-Huai You Jia-Huai (Jia) You Associate Professor, Ph.D. (1985, University of Utah ) University of Alberta Department of Computing Science E-mail: you@cs.ualberta.ca Office: GSB713A, Phone: (403) 492-5779, Fax:   (403) 492-1071.","['http://www.cs.ualberta.ca/people/faculty/gifs/you.gif', 'http://www.cs.ualberta.ca/people/faculty/aifc/you.aifc', 'http://www.cs.utah.edu/index.html']",faculty
Rick Bunt's Home Page,"Classes for 1996/97 I am teaching three classes this year: Fall Term: CMPT 215.3 Introduction to Computer Organization and Architecture CMPT 815.3 Computer Systems and Performance Evaluation Spring Term: (We have no winter term in Saskatchewan) CMPT 115.3 Principles of Computer Science Research Projects At the U of S, my research activities are rooted in the DISCUS Research Group , a group we ( Derek Eager , Carey Williamson , and I) formed to consolidate our common research interests in the performance of distributed computing environments.","['http://info.queensu.ca/', 'http://www.cdf.toronto.edu:80/', 'http://www.usask.ca/']",faculty
Dr. Steve Liu,"Date: Mon, 25 Nov 1996 22:46:18 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 622 Last-modified: Mon, 18 Nov 1996 20:29:30 GMT Dr. Steve Liu Dr. Steve Liu Associate Professor Department of Computer Science Texas A&M University College Station, TX 77843-3112 Office: 527B  H. R. Bright Building Phone: (409) 845-8739 Fax: (409) 847-8578 Email: liu@cs.tamu.edu Curriculum Vitae CPSC619 Fall 1996","['http://www.cs.tamu.edu/faculty/jcliu/Liu-CV.html', 'http://www.cs.tamu.edu/course-info/cpsc619/fall96/liu/']",faculty
Xudong He NDSU Faculty,"He: ""A Method for Analyzing Properties of Hierarchical Predicate Transition Nets"", Proceedings of the 19th Annual International Computer Software and Applications Conference (COMPSAC'95), Dallas, TX, August 9-11, 1995, 50-55.",[],faculty
About Dr. Judy Hankins,"Non-instructional assignment received for Spring, 1991.The study involved the production of a model for a graphical user-interface to aid the test engineer of large complex software systems.","['http://www.mtsu.edu/academic/compsci/help.html', 'http://www.mtsu.edu/academic/compsci/comment.html', 'http://www.mtsu.edu/academic/compsci/faculty//']",faculty
Papadimitriou's home page,I studied in Athens Polytechnic (BS in EE 1972) and Princeton (PhD in CS 1976).,"['http://www.cs.berkeley.edu', 'http://www.berkeley.edu', 'http://www.eecs.berkeley.edu']",faculty
BYUNG-GUK KIM,"Date: Thu, 21 Nov 1996 20:51:52 GMT Server: NCSA/1.5.2 Last-modified: Mon, 17 Jun 1996 19:00:34 GMT Content-type: text/html Content-length: 1363 BYUNG-GUK KIM Byung-Guk Kim Associate Professor kim@cs.uml.edu Network performance, high-speed networks, multimedia communications Papers B.G.","['http://www.cs.uml.edu/~kim/kim.gif', 'http://www.cs.uml.edu/~kim/cacm.ps', 'http://www.cs.uml.edu/~kim/cacm.html']",faculty
Kathryn S. McKinley,"Research Projects Scale : a compiler for heterogeneous parallel architectures Systems for Advanced Architectures Compilers for scalable parallel architectures Compilers for high-performance uniprocessors Compilers for statically-typed object-oriented languages Programming environments Programming languages The Center for Intelligent Information Retrieval Parallel and distributed systems Affiliated Students Brendon Cahoon Amer Diwan Zhihong Lu Sharad Singhai Glen Weaver Eric Wright Publications Group Publications Courses CS 377 - Operating Systems , Fall 1996.","['http://www.cs.umass.edu/', 'http://www.cs.umass.edu/rcfdocs/newhome/index.html', 'http://www.cs.rice.edu/']",faculty
"Karl Altenburg, Math/CS Dept, Concordia College","Date: Mon, 25 Nov 1996 20:29:28 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1636 Last-modified: Fri, 13 Sep 1996 18:40:17 GMT Karl Altenburg, Math/CS Dept, Concordia College Karl Altenburg The Department of Mathematics and Computer Science Concordia College, Moorhead, MN Karl Altenburg Professor of Computer Science","['mailto:altenbur@gloria.cord.edu', 'http://cobweb.cord.edu/mathcs/', 'http://www.cord.edu/']",faculty
 kishore.html ,"Since then I have been with Georgia Tech (home of the yellow jackets), where I am currently an Associate Professor in the College of Computing.","['http://www.cc.gatech.edu/computing/Architecture/arch.html', 'http://www.cc.gatech.edu/', 'http://www.gatech.edu/']",faculty
Mark W. Green,The MR Toolkit : The MR Toolkit is a set of software tools for the production of VR applications that has been under development for the past 5 years.,"['http://web.cs.ualberta.ca/home.html', 'http://web.cs.ualberta.ca/UofA-about.html', 'http://home.netscape.com/comprod/mirros/index.html']",faculty
Richard LeBlanc Information Page ,He has done consulting work with the Lockheed Aeronautical Systems Company on the development of a specification-based methodology for producing highly reliable digital flight control software and has served as a consultant on software reliability and fault tolerance to corporations in the computing and telecommunications industries.,['http://www.cc.gatech.edu/Computing.html'],faculty
 Professor Carver Mead ,Silicon is thus a medium in which structures of high complexity can be created.,"['http://www.caltech.edu/caltech/EandAS.html', 'http://www.pcmp.caltech.edu/']",faculty
Ramesh K. Sitaraman,He received his Ph.D. in computer science from Princeton University in 1993.,"['http://www.cs.umass.edu', 'http://www.cs.umass.edu/rcfdocs/newhome', 'http://www.cs.umass.edu/~thtml/people/fac/rosenberg.html']",faculty
Laurie Honour Werth,"L. H. Werth, ""Industrial-strength CASE tools for software engineering classes,"" in Software Engineering Education , J. Tomayko, Eds.","['mailto:lwerth@cs.utexas.edu', 'http://www.cs.utexas.edu/users/lwerth/cs373/cs373.html', 'http://www.cs.utexas.edu/users/lwerth/cs378/cs378.html']",faculty
Alan L. Cox,"and Ph.D. degrees in Computer Science from the University of Rochester in 1988 and 1992, respectively.","['http://www.cs.rice.edu/', 'http://www.rice.edu/', 'http://www.cs.rice.edu/CS/Systems/software/treadmarks.html']",faculty
Jerry Spinrad,"Date: Mon, 25 Nov 1996 23:27:55 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1264 Last-modified: Fri, 13 Oct 1995 15:13:49 GMT Jerry Spinrad Jerry Spinrad Associate Professor of Computer Science Vanderbilt University Nashville, TN 37235, USA My research interests are in the area of graph algorithms.","['http://www.vuse.vanderbilt.edu/~csinfo/cs.html', 'http://www.vanderbilt.edu', 'http://www.vuse.vanderbilt.edu/~spin/research.html']",faculty
No Title,"Date: Thu, 21 Nov 1996 20:20:41 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Tue, 13 Dec 1994 20:19:47 GMT Content-length: 1145 No Title John Zahorjan , Professor, graduated from Brown University in 1975 and received a Ph.D. from the University of Toronto in 1980.",[],faculty
 Ellie LonskeHome Page ,"Date: Mon, 25 Nov 1996 23:29:36 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 31 Jan 1996 16:13:46 GMT Content-length: 1124 Ellie LonskeHome Page Name: Ellie Lonske Title: Director of Information Technology Services  and Lecturer in Computer Science Office: E102 Science Center Extension: X3085 Responsibilities: Director of Information Technology Services, which provides computing services to the Wellesley campus.","['http://www.wellesley.edu/CS/cshome.html', 'http://www.wellesley.edu/CS/classes.html#CS110', 'http://www.wellesley.edu/CS/classes.html#CS111']",faculty
Guang R. Gao's Home Page,"Date: Mon, 25 Nov 1996 20:34:29 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 5342 Last-modified: Fri, 10 Nov 1995 21:45:57 GMT Guang R. Gao's Home Page Guang R. Gao E-mail: gao@acaps.cs.mcgill.ca Office: McENG 328 Office Phone: (514) 398-4446 Office FAX: (514)398-3883 Welcome to my home page I joined McGill University in 1987, and  established the Advanced Computer Architecture and Program Structures Group (ACAPS) along with few of my graduate students.","['mailto:gao@acaps.cs.mcgill.ca', 'http://www-acaps.cs.mcgill.ca/', 'http://www-acaps.cs.mcgill.ca/']",faculty
"
Ed Lazowska
","He belongs to the standing advisory committees for the Department of EECS at UC Berkeley and the Departments of Computer Science at Stanford University , the University of Virginia , and the Hong Kong University of Science & Technology , and is a member of ACM's A.M. Turing Award selection committee.","['http://www.cs.washington.edu/homes/lazowska/faculty.lecture/', 'http://www.cs.washington.edu/homes/lazowska/faculty.lecture/innovation/gore.html', 'http://www.cs.washington.edu/homes/lazowska/chairs.html']",faculty
Alva L. Couch,"Date: Tue, 26 Nov 1996 18:59:38 GMT Server: Apache/1.0.5 Content-type: text/html Content-length: 708 Last-modified: Wed, 20 Nov 1996 22:44:24 GMT Alva L. Couch Alva L. Couch Electrical Engineering and Computer Science Halligan Hall Room 246 161 College Avenue Tufts University Medford, MA 02155 USA Phone: (617)627-3674 Fax:   (617)627-3220 Email: couch@cs.tufts.edu Teaching Research Personal Arts Check out the description of my new course The Art and Science of Multimedia .","['http://www.cs.tufts.edu/~couch//', 'mailto:couch@cs.tufts.edu', 'http://www.cs.tufts.edu/~couch/teaching.html']",faculty
Charles Crowley Home Page,"Date: Mon, 25 Nov 1996 23:19:29 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 30 Oct 1996 19:36:27 GMT Content-length: 2043 Charles Crowley Home Page Charles Crowley -- Home Page Class descriptions -- and exams and systems group.","['http://www.cs.unm.edu/~crowley/classes.html', 'http://www.cs.unm.edu/~crowley/osbook/begin.html', 'http://www.cs.unm.edu/~crowley/software.html']",faculty
Craig A. Knoblock,"and Ph.D. in Computer Science from Carnegie Mellon University in 1988 and 1991, and I received my B.S.","['http://www.isi.edu/', 'http://cwis.usc.edu/dept/cs/', 'http://www.isi.edu/sims/sims-homepage.html']",faculty
Jack Minker,Jack Minker .,"['http://karna.cs.umd.edu:3264/try/option_form.html', 'http://karna.cs.umd.edu:3264/try/comment_form.html', 'http://karna.cs.umd.edu:3264/SYSTEM']",faculty
Thorsten von Eicken,"Analysis of Multithreaded Architectures for Parallel Computing , R. Saavedra-Barrera, D. Culler, and T. von Eicken, Proceedings of the 2nd Annual Symp.","['mailto:tve@cs.cornell.edu', 'http://www.cs.cornell.edu/Info/Projects/U-Net/', 'http://www.cs.cornell.edu/Info/Projects/CAM/']",faculty
 Luger Home Page ,"Proceedings of Conference on Applications of Artificial Intelligence XI: Knowledge Based Systems in Aerospace and Industry , 1993.","['ftp://mammoth.cs.unm.edu/pub/luger/CogSci/', 'ftp://mammoth.cs.unm.edu/pub/luger/AI/']",faculty
 Lorna Stewart ,University of Toronto.,"['http://web.cs.ualberta.ca/home.html', 'http://web.cs.ualberta.ca/UAlberta.html', 'mailto:stewart@cs.ualberta.ca']",faculty
 Eduard Hovy's home page ,and E.H. Hovy.,"['http://www.isi.edu/natural-language/people/hovy-pic.gif', 'http://www.isi.edu/natural-language/people/hovy-pic2.gif', 'http://www.isi.edu/natural-language/nlp-at-isi.html']",faculty
Gina M. Koehn's HomePage,"Currently, Gina is a lecturer in the Department teaching several introductory computer science courses and an upper year AI course.","['http://www.cs.usask.ca/spec_int/wcs/wcshome.html', 'http://www.cs.usask.ca/homepages/faculty/koehn/family.html', 'http://www.cs.usask.ca/classes/100']",faculty
John Conery's Home Page,"Date: Tue, 26 Nov 1996 19:17:29 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 3036 Last-modified: Tue, 05 Nov 1996 17:41:29 GMT John Conery's Home Page John S. Conery Associate Professor Department of Computer and Information Science University of Oregon Eugene, OR,  U.S.  97403 Office:  (503) 346-3973 Dept:  (503) 346-4408 FAX:  (503) 346-5373 conery@cs.uoregon.edu Courses CIS 314 (Introduction to Computer Architecture) CIS 410/510 (Parallel Processing for Scientific Applications) Computational Science Seminar Research Projects Software Engineering Research Center Computational Science Institute Computational Science Education Project Parallel Logic Programming Nearby Web Sites CIS Colloquium Schedule CIS Department Home Page University of Oregon Home Page Reference Section University of Oregon Phone Book Merriam-Webster's Collegiate Dictionary, Tenth Edition Britannica Online Glimpse , a computer science bibliography database with papers from conferences and journals in parallel processing, computational math, graphics, and other areas.","['mailto:conery@cs.uoregon.edu', 'http://www.cs.uoregon.edu/classes/cis314', 'http://www.cs.uoregon.edu/classes/cis410sci']",faculty
301 Moved Permanently,"WWW Alert:  Redirection response from server is not handled by this client Date: Fri, 04 Apr 1997 23:01:16 GMT Server: Apache/1.2b7 Location: http://www.cs.washington.edu/homes/gaetano/ Connection: close Content-type: text/html 301 Moved Permanently Moved Permanently The document has moved here .",['http://www.cs.washington.edu/homes/gaetano/'],faculty
Richard T. Snodgrass,"James Clifford, Curtis E. Dyreson, Tom&#225s Isakowitz, Christian S. Jensen and Richard T. Snodgrass, ""On the Semantics of `Now' in Databases,"" to appear in <I>ACM Transactions on Database Systems</I>, 37 pages.","['mailto:rts@cs.arizona.edu', 'http://www.arizona.edu', 'http://www.cs.arizona.edu/general/department.html']",faculty
  Stephen R. Schach Home Page,"Professor Schach's research interests are in the field of software engineering, and particularly in object-oriented software engineering.","['http://wissgi.weizmann.ac.il', 'http://www.uct.ac.za', 'http://cswww.vuse.vanderbilt.edu/']",faculty
Takaoka Home Page,"Date: Mon, 25 Nov 1996 22:59:12 GMT Server: NCSA/1.4 Content-type: text/html Last-modified: Mon, 01 Jul 1996 06:02:42 GMT Content-length: 1414 Takaoka Home Page Welcome to Takaoka Home Page Click anywhere in the above photo for Tadao Takaoka in another scene.","['http://turing.cis.ibaraki.ac.jp/michiko.html', 'http://turing.cis.ibaraki.ac.jp/profile.html', 'http://turing.cis.ibaraki.ac.jp/publica.ps']",faculty
Bob Paige,"Date: Mon, 25 Nov 1996 22:03:46 GMT Server: NCSA/1.4.1 Content-type: text/html Last-modified: Wed, 23 Oct 1996 17:50:16 GMT Content-length: 2180 Bob Paige Robert Paige (nickname: Bob) Professor, Computer Science Dept Department of Computer Science Courant Institute of Mathematical Sciences New York University Mail Address Room 1004, 715 Bdway New York, NY 10012, U.S.A.","['http://cs.nyu.edu/', 'http://cs.nyu.edu/cs/courantnyu.html', 'http://www.nyu.edu/']",faculty
 Ellen Hildreth Home Page ,"Date: Mon, 25 Nov 1996 23:29:51 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 31 Jan 1996 16:13:33 GMT Content-length: 1251 Ellen Hildreth Home Page Name: Ellen Hildreth Department: Computer Science Title: Associate Professor Office: E112 Science Center Extension: X3025 Responsibilities: Department Chair.","['http://www.wellesley.edu/CS/cshome.html', 'http://www.wellesley.edu/CS/classes.html#CS111', 'http://www.wellesley.edu/CS/classes.html#CS230']",faculty
"
Andrew G. Barto
","14, 1991, pp.","['http://www.cs.umass.edu/', 'http://www.cs.umass.edu/rcfdocs/newhome/', 'http://www-astro.phast.umass.edu/guest/amherst.html']",faculty
Dr. William T. Verts,"Date: Thursday, 21-Nov-96 20:42:00 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Tuesday, 05-Nov-96 15:12:41 GMT Content-length: 704 Dr. William T. Verts Office: Hasbrouck 121 (413) 545-1719 Mailing Address: Department of Computer Science CMPSCI / LGRC A243 University of Massachusetts Amherst, MA 01003 Send me email .","['mailto:verts@cs.umass.edu', 'http://www.cs.umass.edu/~verts/classes.html', 'http://www.cs.umass.edu/~verts/publish.html']",faculty
Home Page - Moon Jung Chung ,"Date: Thu, 21 Nov 1996 19:19:09 GMT Server: Apache/1.1.0 Content-type: text/html Last-modified: Mon, 09 Sep 1996 21:01:26 GMT Home Page - Moon Jung Chung Moon Jung Chung Associate Professor Ph.D. Northwestern University Goal: In teaching, my objective is to give effective instruction in computer science as a rigorous discipline, assisting students in linking algorithms and theory to real problems so that students will be better equipped with knowledge that has lasting value in the rapidly changing field of computer science.","['http://web.cps.msu.edu/~cps360', 'http://web.cps.msu.edu/~cps830', 'http://web.cps.msu.edu/~chung/html/research.html']",faculty
"Hamilton Richards, Jr.","in Aero- and Astronautics Engineering (1966), Stanford University Ph.D. in Computer Science (1976), Iowa State University Professional Service Coordinator, The University of Texas at Austin Year of Programming, 1987 Series Editor, UT-YOP, 4 vols., Addison Wesley, 1990 Areas of Interest Functional programming, concurrent processing, object-oriented programming, and undergraduate education Summary of Research I maintain a long-standing interest in functional programming, its potential for concurrent processing, and its suitability for formal reasoning.","['http://www.cs.utexas.edu/docs/prof.html', 'http://www.cs.utexas.edu/users/UTCS/report/1995/profiles/index.html']",faculty
Dr. Jianer Chen,"Date: Tue, 26 Nov 1996 18:55:13 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 988 Last-modified: Wed, 09 Oct 1996 19:07:17 GMT Dr. Jianer Chen Dr. Jianer Chen Associate Professor Department of Computer Science Texas A&M University College Station, TX 77843-3112 Office: 404 H. R. Bright Building Phone: (409) 845-4259 Fax: (409) 847-8578 Email: chen@cs.tamu.edu Curriculum Vitae CPSC-629 (Fall 96) Graduate Algorithm Analysis CPSC-311 (Fall 96) Undergraduate Algorithm Analysis CPSC-681 (Fall 96) Graduate Student Seminar Lecture Notes 1996 Workshop on Algorithmic Research in Midsouthwest Some Interesting Links","['http://www.cs.tamu.edu/faculty/chen/Chen-CV.html', 'http://www.cs.tamu.edu/course-info/cpsc629/fall96/chen/', 'http://www.cs.tamu.edu/course-info/cpsc311/fall96/chen/']",faculty
Paul Stockmeyer's Home Page,"Date: Mon, 25 Nov 1996 23:31:36 GMT Server: NCSA/1.4.1 Content-type: text/html Last-modified: Fri, 18 Oct 1996 15:46:19 GMT Content-length: 1821 Paul Stockmeyer's Home Page Paul K. Stockmeyer Professor Department of Computer Science College of William & Mary Williamsburg, Virginia Snail-mail address Department of Computer Science College of William and Mary P.O.","['http://www.cs.wm.edu/', 'http://www.wm.edu/', 'http://www.ci.williamsburg.va.us/cow.htm']",faculty
Hank Levy's Home Page,"Hank's current research projects focus on operating systems, on parallel and distributed computing , on computer architecture (particularly "" Simultaneous Multithreading "" architectures) and on object-based languages and environments.","['http://www.cs.washington.edu/homes/levy/distributed.html', 'http://www.cs.washington.edu/research/smt', 'http://www.cs.washington.edu/homes/levy/opal/opal.html']",faculty
"
Leonard Kleinrock's Home Page
","Date: Tuesday, 14-Jan-97 21:39:22 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Friday, 13-Sep-96 18:36:47 GMT Content-length: 10136 Leonard Kleinrock's Home Page Leonard Kleinrock, Professor lk@cs.ucla.edu A Father of the Internet Kleinrock's Key Internet Accomplishments Personal History of the Internet Modeling and Performance Evaluation Kleinrock's Key Modeling and Performance Evaluation Accomplishments Queueing and All That Kleinrock's Major Queueing and Other Accomplishments Recent Presentations The Latency-Bandwidth Tradeoff Research Review 95 WWW Bookmarks Florida ARPA PI Meeting Presentation - July, 1995 Reports Realizing the Information Future -- The Internet and Beyond XIWT: Nomadicity in the NII FACTOIDS ON LEONARD KLEINROCK Born June 13, 1934 Manhattan Married Four children, five grandchildren Education Bronx High School of Science 1951 Bachelor of Electrical Engineering, CCNY 1957 Masters in Electrical Engineering, MIT 1959 Ph.D. in Electrical Engineering, MIT 1963 Position Professor University of California at Los Angeles, Computer Science Dept.","['#Factoids', 'mailto:lk@cs.ucla.edu', 'http://millennium.cs.ucla.edu/LK/Inet/keys.html']",faculty
Barak Pearlmutter Homepage,Employment I'm an associate professor in the Computer Science Department at the University of New Mexico in Albuquerque .,"['http://www.cs.unm.edu/~bap/graphic/pigstyhead.jpg', 'http://www.cs.unm.edu/~bap/interests.html', 'http://www.cs.unm.edu/~bap/demos.html']",faculty
 Klaus E. Schauser,"Date: Thu, 21 Nov 1996 20:15:40 GMT Server: Apache/1.0.2 Content-type: text/html Content-length: 3141 Last-modified: Mon, 30 Sep 1996 18:54:59 GMT Klaus E. Schauser Klaus E. Schauser, Assistant Professor Room 2123, Engineering I Department of Computer Science Santa Barbara, CA 93106-5110 internet: schauser@cs.ucsb.edu ; phone: (805) 893-3926 ; fax: (805) 893-8553 Ph.D., University of California, Berkeley Research Interests: parallel computing, functional programming languages, compilers, computer architecture Klaus E. Schauser received the Diplom in Computer Science from the Universität Karlsruhe in 1989 and the M.S.","['http://www.cs.ucsb.edu/Conferences/SPAA95/', 'http://www.cs.ucsb.edu/Conferences/PPOPP95/', 'http://www.cs.ucsb.edu/~schauser/papers/']",faculty
file:///Untitled,"Presently, he is a Professor of Computer Science and Engineering at the University of California, San Diego, in La Jolla, CA.",[],faculty
David Alan Bozak,"Date: Mon, 25 Nov 1996 22:45:40 GMT Server: NCSA/1.5.1 Last-modified: Thu, 12 Sep 1996 13:37:10 GMT Content-type: text/html Content-length: 2870 David Alan Bozak David Alan Bozak Contact Information Office: 145 Snygg Hall Phone : 315-341-2347 Email : dab@cs.oswego.edu Bozak's home page Teaching Schedule, Fall, 1996 CSC101 -810, MWF 10:20, W18-101 CSC101 , Distance Learning Course, MW 1:00-2:00, DLOC CSC212 -L50, M 8:00 AM, 18-103 CSC212 -L55, T 1:00, 18-103 CSC290 -800, W 8:00, 18-322 ISC321-800, MWF 9:10, 18-322 Office Hours MWF 11:15-12:30 Th 1:00-2:30 and by appointment Professional Activities and Interests Australian Exchange Program Coordinator Problem Solving Across the Curriculum Conference Computer Graphics Ethical and Legal Issues in Computing Professional Information Associate Professor and Chair Chancellor's Award for Excellence in Teaching, 1992 BA - Rice University MA, PhD - University of New Hampshire Appointed 1981 [ SUNY Oswego ] [ Computer and Information Science ] [ Faculty ] Comments to author: David Bozak All contents copyright (C) 1996, SUNY Oswego, All rights reserved.","['http://www.cs.oswego.edu/~dab', 'http://www.cs.oswego.edu/csc/csc101.txt', 'http://www.cs.oswego.edu/csc/csc101.txt']",faculty
